Tinh,Sbd,HoTen,DToan,DVan,DNgoaiNgu,DLy,DHoa,DSinh,DSu,DDia,DGdcd
Khánh Hòa,00028713,La Mỹ Ngọc,4.8,6.8,8.4,,,,,,
Đồng Tháp,00028714,Ngô Phúc Đạt,8.4,6.6,3.8,,,,,,
Tiền Giang,00028715,Mai Xuân Trường,9.2,6.8,5.2,,,,,,
Hà Tĩnh,00028716,Trầm Cẩm Vân,7.6,3.8,3.0,,,,,,
Bến Tre,00028717,Tất Minh Hoàng,5.8,7.0,5.4,,,,,,
Bà Rịa – Vũng Tàu,00028718,Trang Phúc Huy,4.4,2.4,9.2,,,,,,
Lào Cai,00028719,Liêu Trọng Khang,7.2,4.8,9.6,,,,,,
Bà Rịa – Vũng Tàu,00028720,Nhan Thảo My,2.6,8.2,4.6,,,,,,
Hà Tĩnh,00028721,Ninh Diệu Hiền,4.0,2.6,3.4,,,,,,
Lào Cai,00028722,Phù Hồng Vân,7.4,2.4,5.2,,,,,,
Long An,00028723,Chế Lan Nhi,5.6,7.6,7.8,,,,,,
Hải Dương,00028724,Tất Yến Ngân,7.4,3.0,7.0,,,,,,
Thành phố Hồ Chí Minh,00028725,Khưu Gia Quỳnh,3.6,5.4,3.8,,,,,,
Thái Nguyên,00028726,Lư Cẩm Linh,7.2,2.4,6.2,,,,,,
Bắc Kạn,00028727,Thi Thanh Phong,6.6,2.2,2.0,,,,,,
Lào Cai,00028728,Khổng Thanh Hậu,3.8,5.6,6.8,,,,,,
Long An,00028729,Lưu Thanh Phương,7.8,8.6,5.8,,,,,,
Quảng Ninh,00028730,Bạch Bích Như,4.6,9.0,4.6,,,,,,
Cao Bằng,00028731,Mai Anh Phát,8.4,4.2,8.0,,,,,,
Bắc Giang,00028732,Hoàng Tú Nhi,3.0,5.0,2.4,,,,,,
Bình Dương,00028733,Trà Thiên Lý,8.8,9.0,5.6,,,,,,
Lâm Đồng,00028734,Bùi Lâm Anh,8.8,3.6,2.0,,,,,,
Bắc Ninh,00028735,Phùng Tấn Huy,5.6,4.6,5.0,,,,,,
Tuyên Quang,00028736,Khưu Thanh Quý,5.0,9.6,2.4,,,,,,
Ninh Bình,00028737,Đặng Văn Toàn,5.4,2.4,3.8,,,,,6.0,
Lai Châu,00028738,Chế Văn Thịnh,8.2,8.4,2.4,,,6.0,,7.8,
Hưng Yên,00028739,Trịnh Hà Thanh,9.2,8.0,4.8,,,,,,
Quảng Trị,00028740,Mai Nhật Quỳnh,8.8,5.6,8.2,,,,,,
Hà Nội,00028741,Lư Bích Tuyền,4.6,9.4,10.0,,,,,,
Quảng Trị,00028742,Nguyễn Khánh Băng,8.4,8.8,9.0,,,,,,
Tiền Giang,00028743,Tiêu Minh Lộc,4.0,3.6,5.0,,,,,,
Tây Ninh,00028744,Danh Hoàng Trí,8.4,3.4,3.4,,,,,,
Quảng Nam,00028745,Mạc Tuyết Linh,8.4,6.6,6.4,,,,,,
Nam Định,00028746,Giang Khánh Minh,4.4,9.4,3.2,,,,,,
Long An,00028747,Dương Quốc Khang,6.0,4.6,5.2,,,,,,
Điện Biên,00028748,Lưu Duy Khánh,6.0,8.4,5.0,,5.8,,,,
Nam Định,00028749,La Nhất Huy,3.0,9.8,6.6,,,,,,
Bà Rịa – Vũng Tàu,00028750,Lê An Nhiên,5.6,2.6,7.4,5.2,,,,,
Ninh Thuận,00028751,La Bích Ngân,8.2,4.0,3.6,,,,,,
Quảng Bình,00028752,Phùng Ngọc Nhung,9.2,3.8,10.0,,,,,,
Hà Tĩnh,00028753,Thái Mỹ Ý,9.4,7.6,5.6,,,,,,
Phú Thọ,00028754,Châu Thanh Phong,5.8,6.8,8.4,,,,,,
Phú Thọ,00028755,Ngô Văn Đức,3.0,9.4,3.4,,,,,,
Thái Bình,00028756,Đoàn Thiên Đức,6.0,10.0,7.2,,,,,,
Thành phố Hồ Chí Minh,00028757,Tăng Huyền Trang,6.2,5.4,3.2,,,,,,
Thanh Hóa,00028758,Lưu Thanh Phát,4.4,7.8,6.8,,,,4.8,,
Bà Rịa – Vũng Tàu,00028759,Chế Kim Như,8.4,2.8,9.8,,,,,,
Thái Nguyên,00028760,Hà Bảo My,9.8,8.8,3.8,,,,,,
Quảng Trị,00028761,Hà Bảo Vy,3.0,6.8,6.6,,,,,,
Đồng Nai,00028762,Triệu Thanh Hiền,6.0,2.2,3.0,,,,,,
Tiền Giang,00028763,Phùng Hữu Tiến,10.0,8.2,6.0,,,,,,
Thái Nguyên,00028764,Hà Phương Nghi,8.8,5.0,7.0,,,,,,
Hải Phòng,00028765,Đậu Minh Thuận,7.6,7.6,8.0,,,,,,
Hậu Giang,00028766,Đào Chí Tài,5.4,4.2,5.6,,,,,,
Hòa Bình,00028767,Đồng Minh Sơn,6.4,7.8,9.4,,,,2.2,,
Nam Định,00028768,Kim Đức Phát,10.0,2.2,7.2,,,,,,
Phú Thọ,00028769,Bạch Tấn Khang,9.0,7.4,4.2,,,,,,0.8
Bình Dương,00028770,Hứa Quốc Hào,2.4,2.2,8.2,,,,,,
An Giang,00028771,Vi An Nhi,9.2,5.0,9.4,,,,,,
Thừa Thiên Huế,00028772,Phạm Hồng Trâm,9.2,4.6,5.6,,,2.4,,,
Bình Định,00028773,Quan Kiều Như,4.6,8.0,3.0,,,,2.8,,
Gia Lai,00028774,Cù Việt Hùng,6.0,9.0,4.0,,,,,,
Hà Giang,00028775,Trang Hoàng Lộc,3.0,9.0,6.2,,,,,,
Hưng Yên,00028776,Huỳnh Tiến Minh,9.0,4.0,4.4,,,,,,
Bạc Liêu,00028777,Tôn Khánh My,8.0,4.4,6.4,,,,,,
Phú Thọ,00028778,Hà Thành Lâm,4.6,2.2,5.2,,,,,,
Trà Vinh,00028779,Bành Hoài Thương,10.0,2.8,8.2,,,,,,
Tây Ninh,00028780,Phương Gia Hưng,6.8,7.0,3.4,,,,,,
Tuyên Quang,00028781,Mai Thanh Thương,3.6,3.8,7.6,,,,,,
Phú Yên,00028782,Thi Lê Duy,6.4,2.4,5.6,,,,,,
Sơn La,00028783,Trần Hữu Khánh,3.0,4.4,2.8,,,,,,
Ninh Thuận,00028784,Trịnh Phúc Anh,6.4,5.2,10.0,,,,,,
Lào Cai,00028785,Trịnh Thái Duy,4.8,8.2,9.4,,,,,,
Ninh Bình,00028786,Viên Mạnh Tuấn,9.6,4.2,4.0,,,,,,
Hà Nam,00028787,Tất Khánh Chi,9.6,3.4,8.0,,,,,,
Đắk Nông,00028788,Tạ Gia Hào,9.8,7.2,6.2,,,,6.4,,
Yên Bái,00028789,Đường Khánh Giang,6.2,2.6,5.0,,,,,,
An Giang,00028790,Thân Ngọc Hằng,7.8,8.0,5.2,,,,,,
Bắc Kạn,00028791,Phương Chí Công,5.8,4.6,5.4,,,,,,
Hòa Bình,00028792,Mã Hoàng Mỹ,7.8,3.6,5.0,,,,,,
Phú Thọ,00028793,Lý Gia Nguyên,5.0,4.2,2.4,,,,,,
Bà Rịa – Vũng Tàu,00028794,Ông Quang Duy,10.0,2.4,3.8,,,,,,
Ninh Bình,00028795,Từ Tấn Lợi,5.2,4.4,5.6,,,,,,
Thanh Hóa,00028796,Lưu Cẩm Linh,9.2,5.6,6.6,,,,,,
Nghệ An,00028797,Quách Kim Hoa,4.8,5.8,3.2,,,,,,
Khánh Hòa,00028798,Tô Quang Duy,9.8,6.2,5.0,,,,,,
Hà Nam,00028799,Vũ Ánh Tuyết,6.6,6.6,9.2,,,,,,
Khánh Hòa,00028800,Hồng Thanh Giang,6.4,3.4,8.0,,,,,,
Ninh Bình,00028801,Tạ Thúy Nga,3.8,6.8,9.4,,,,,,
Quảng Bình,00028802,Huỳnh Gia Hào,9.2,8.2,5.6,,,,,,
Bình Thuận,00028803,Dư Hoàng Quân,3.8,6.2,6.6,,,,,,
Quảng Ngãi,00028804,Giang Nhã Quyên,8.0,3.4,7.4,,,,,,
Bình Phước,00028805,Dương Mỹ Hằng,3.6,6.2,2.0,,,,,,
Thái Bình,00028806,Bành Như Nguyệt,3.0,6.2,6.8,,,,,,
Hà Giang,00028807,Lê Kim Trúc,6.6,4.2,6.2,,,,,,
Nam Định,00028808,Tôn Nữ Việt Hoàng,9.2,3.0,7.0,,,,,,
Đồng Nai,00028809,Hồng Thùy Dương,3.6,3.6,3.2,,,,,,
Lạng Sơn,00028810,Dư Thành Lâm,6.8,8.2,3.0,,,,,,
Ninh Bình,00028811,Ngụy Thành Thái,7.2,7.8,9.2,,,,,6.4,
Đắk Lắk,00028812,Trầm Anh Nhật,3.8,6.0,8.2,,,,,,
Đắk Lắk,00028813,Viên Thành Tân,4.8,5.0,8.8,,,,,,
Bình Dương,00028814,Chế Thanh Tâm,2.0,6.4,5.6,,,,,,
Bình Định,00028815,Đậu Bảo Kha,5.4,5.2,7.4,,,,,,
Ninh Thuận,00028816,Diệp Khôi Nguyên,2.4,4.0,8.4,,,,,,
Bà Rịa – Vũng Tàu,00028817,Chu Hồng Ân,5.0,4.8,9.8,,,,,,
Hòa Bình,00028818,Chế Như Uyên,2.8,9.8,9.2,,,,,,
Thừa Thiên Huế,00028819,Trầm Minh Thi,7.8,8.4,5.0,,,,,6.4,
Bình Phước,00028820,Đỗ Hoàng Khang,6.8,10.0,2.8,,,,,,
Thanh Hóa,00028821,Từ Thúy Kiều,6.8,9.0,5.4,,,,,,
Thừa Thiên Huế,00028822,Phan Ngọc Ngân,9.4,3.0,3.4,,,,,,
Phú Yên,00028823,Vi Hữu Trí,5.2,3.0,6.8,,,,,,
Tiền Giang,00028824,Nghiêm Nhật Anh,9.6,7.6,8.6,,,,,,
Bắc Giang,00028825,Tăng Hồng Đào,4.6,7.2,9.4,,,,,,
Hưng Yên,00028826,Trương Minh Thùy,7.4,7.0,7.0,,,,,,
Ninh Bình,00028827,Kim Minh Ngọc,2.8,3.0,6.0,,,,,,
Khánh Hòa,00028828,Doãn Hồng Thắm,4.2,7.4,4.4,,,,,,
Nam Định,00028829,Khưu Thanh Liêm,3.8,6.0,5.0,,,,,,
Hải Dương,00028830,Đậu Thanh An,8.0,6.4,8.4,,,,,,
Hòa Bình,00028831,Khưu Gia Bình,6.6,5.8,7.0,,,,,,
Thái Nguyên,00028832,Ôn Hoàng Lam,9.6,10.0,7.2,,,,,,
Sơn La,00028833,Chu Thanh Nguyên,4.8,7.2,5.8,,,,,,
Thái Nguyên,00028834,Vòng Ngọc Duy,4.4,5.8,8.8,,,,,,
Hải Phòng,00028835,Lại Vĩnh Phúc,2.8,2.2,2.4,,,,,,
Thái Nguyên,00028836,Vi Tấn Phát,9.4,5.6,5.4,,,,,,
Tây Ninh,00028837,Lục Chi Mai,9.0,6.4,5.6,,,,,,
Bình Dương,00028838,Lư Yến Vi,4.2,7.4,6.0,,,,,,4.4
Nam Định,00028839,Biện Quang Long,7.6,10.0,10.0,,,,,,
Bắc Ninh,00028840,Diệp Minh Hiển,5.2,7.0,6.4,9.8,,,,,
Đồng Nai,00028841,Phương Duy Khôi,4.4,5.2,7.8,,,,,,
Thanh Hóa,00028842,Tôn Cao Trí,2.2,6.8,9.0,,,,,,
Bắc Kạn,00028843,Khổng Hoàng Quyên,3.6,10.0,2.6,,,,,,
Nam Định,00028844,Thi Vĩnh Thịnh,3.4,4.8,5.4,,,,,,
Long An,00028845,Đào Mỹ Phương,8.8,2.0,5.2,,,,,,
Bắc Kạn,00028846,Tăng Minh Anh,7.8,8.6,5.4,,,,,,2.2
Bắc Giang,00028847,Khưu Thu Trâm,5.2,9.8,2.6,,,,,1.0,
Bình Phước,00028848,Doãn Thu Hương,7.8,10.0,7.8,,,,,,
Thanh Hóa,00028849,Đoàn Ngọc Ý,3.0,6.2,2.2,,,,,,
Kiên Giang,00028850,Lại Minh Nghi,8.2,6.6,3.6,,,,,,
Sơn La,00028851,Vương Tuyết Trinh,6.2,8.0,9.2,6.0,,,,,
Điện Biên,00028852,Hoàng Hoàng Châu,6.0,4.0,4.0,,,,,,
An Giang,00028853,Danh Diệu Huyền,4.6,4.8,2.0,,,,,,
Phú Yên,00028854,Đường Tuấn Vinh,6.2,9.2,8.6,,,,,,
Quảng Ninh,00028855,Biện Bảo Nghi,8.8,6.8,5.2,,,,,,
Cao Bằng,00028856,Văn Cẩm Linh,5.6,4.2,2.2,,,,,,
Tiền Giang,00028857,Kim Khánh Ly,8.2,8.2,8.8,,,,,,
Sóc Trăng,00028858,Lâm Hoài Thương,4.2,4.6,7.2,,,,,,
Kon Tum,00028859,Ông Tấn Duy,4.2,2.0,5.6,,,,,,
Ninh Thuận,00028860,Lai Anh Quân,4.8,10.0,8.4,,,,,,
Lào Cai,00028861,Lai Thái Duy,6.0,3.6,5.6,,,,2.4,,
Cao Bằng,00028862,Vòng Hà Trang,2.0,6.6,2.8,,9.8,,,,
Cần Thơ,00028863,Võ Thanh Danh,9.4,9.4,2.6,,,,,,
Quảng Nam,00028864,Lâm Tuyết Trinh,4.6,5.2,9.8,,,,,,
Quảng Ninh,00028865,Đàm Nam Phong,7.6,2.0,9.0,,,,,,
Thành phố Hồ Chí Minh,00028866,Văn Thiên Phát,9.8,8.6,6.0,,,,,,
Sóc Trăng,00028867,Trà Huyền Trân,8.0,6.6,2.8,,,,,,
Điện Biên,00028868,Ngô Trung Hậu,6.6,7.8,3.8,,,,,,
Đồng Nai,00028869,Vi Anh Nhật,5.2,3.0,8.2,,,,,,2.4
Gia Lai,00028870,Phương Hoàng Vy,5.6,4.6,3.4,,,,,,
Điện Biên,00028871,Kiều Minh Thuận,3.2,9.4,5.6,,,,,,
Bình Phước,00028872,Văn Chi Mai,2.8,3.8,6.6,,,,,,
Quảng Bình,00028873,Tôn Nữ Đại Dương,4.2,8.2,3.2,,,,,,
Thành phố Hồ Chí Minh,00028874,Liêu Diễm Trinh,4.4,2.0,3.0,,,,,,
Quảng Trị,00028875,Tôn Tường Vi,3.8,8.0,8.2,,,,,,
Đà Nẵng,00028876,Giang Quỳnh Nghi,7.4,6.8,7.8,,,,,,
Quảng Trị,00028877,Tăng Tâm Anh,8.6,6.0,6.4,,,,,,
Quảng Bình,00028878,Thi Quỳnh Hoa,3.8,7.0,5.8,,,,,,
Lạng Sơn,00028879,Diệp Thùy Linh,6.2,8.2,5.8,,,,,,
An Giang,00028880,Tất Thuận Thiên,8.6,8.8,2.6,,,,,,
Phú Yên,00028881,Ôn Thu Giang,4.2,3.4,5.4,,,,,,
Ninh Thuận,00028882,Ngô Bảo My,3.8,4.4,3.0,,,,,,
Thái Nguyên,00028883,Đồng Mai An,5.0,4.6,7.4,,7.8,,,,
Lạng Sơn,00028884,Viên Thanh Thùy,8.8,3.8,8.8,,,,,,
An Giang,00028885,Chung Thuận Thiên,7.4,3.4,3.2,,,,,,
Tiền Giang,00028886,Tạ Tấn Trung,8.2,9.2,4.2,,,,,,
Thái Bình,00028887,Ngô Gia Khôi,6.4,6.2,8.8,,,,,,
Cà Mau,00028888,Tăng Minh Thông,7.8,6.2,4.4,,,,,,
Ninh Thuận,00028889,Huỳnh Lê Vy,4.2,5.8,2.4,,,,,,
Phú Yên,00028890,Lữ Thục Anh,7.2,6.0,3.8,,,,,,
Hậu Giang,00028891,Quách Xuân Vy,8.0,2.4,4.8,,,,,,
Cà Mau,00028892,Bạch Như Thảo,6.8,7.0,6.2,,,,,,
Đà Nẵng,00028893,Thái Thu Hằng,3.8,4.0,9.2,,,,,,
Lâm Đồng,00028894,Tạ Nhật Hạ,3.8,2.8,8.6,,,,,0.8,
Hải Phòng,00028895,Nhâm Phương Dung,8.0,4.8,9.8,,,,,,
Đắk Nông,00028896,Đậu Thế Phong,2.0,8.4,7.2,,,,,,
Nam Định,00028897,Hàng Ngọc Quyên,2.4,3.2,2.8,,,,,,
Đắk Lắk,00028898,Quách Tấn Sang,4.2,6.4,6.6,,,,,,
Bà Rịa – Vũng Tàu,00028899,Sơn Hoài Thương,9.4,9.0,4.8,,,,,,
Sơn La,00028900,Kim Phước Thành,6.4,5.6,2.4,,,,,,
Thừa Thiên Huế,00028901,Lục Mỹ Như,7.0,5.4,3.0,,,,,,
Bạc Liêu,00028902,Triệu Ngọc Dung,3.0,6.8,5.6,,,,,,
Tuyên Quang,00028903,Trà Khánh Linh,3.2,3.2,2.2,,,,,,
Lai Châu,00028904,Biện Tuệ Mẫn,9.6,5.2,8.4,,,,,3.8,
Hậu Giang,00028905,Danh Ngọc Tuấn,5.6,7.8,2.2,,,,,,
Bình Phước,00028906,Tôn Thất Minh Ngọc,7.6,8.6,9.0,,,,,,
Quảng Ninh,00028907,Lữ Duy Bảo,5.8,6.4,9.0,,,,,,
Thành phố Hồ Chí Minh,00028908,Doãn Hoàng Quân,4.8,5.8,6.2,,,,,,
Lào Cai,00028909,Chế Quang Lộc,5.4,5.8,9.6,,,,,,
Sơn La,00028910,Hàng Nguyên Anh,3.4,5.2,3.6,,,,,,
Long An,00028911,Lư Phi Nhung,5.4,9.4,9.4,,,,,,
Hưng Yên,00028912,Bạch Xuân Hiếu,5.8,4.4,5.2,1.0,,,,,
Nghệ An,00028913,Hồ Ngọc Duyên,2.8,4.6,3.2,,,,,,
Quảng Ngãi,00028914,Tăng Thái An,2.0,7.8,2.6,,,,,,
Hưng Yên,00028915,Hà Minh Khiêm,5.8,3.2,3.0,,,,,,
Hải Phòng,00028916,Tào Thanh Hoa,8.8,7.0,10.0,,,,,,2.2
Quảng Ngãi,00028917,Diệp Đình Phúc,2.2,6.2,5.0,,,,,,
Yên Bái,00028918,Hứa Kỳ Anh,9.8,6.4,4.4,,,,,,
Thanh Hóa,00028919,Võ Gia Kiên,7.8,4.8,5.8,,,,,,
Kon Tum,00028920,Lý Duy Lâm,4.8,5.6,8.2,,,,,,
Vĩnh Long,00028921,Lã Tuấn Đạt,2.2,6.0,6.4,,,,,,
Kon Tum,00028922,Hồ Hữu Lộc,8.6,4.4,3.8,,,,,,
Hưng Yên,00028923,Vòng Anh Khoa,4.8,4.8,8.8,,,,,,
Kon Tum,00028924,Vi Hoài Thương,9.0,8.0,4.0,,,,,,
Quảng Nam,00028925,Cù Trung Đức,3.2,9.6,9.2,,,,,,
Đồng Tháp,00028926,Tăng Gia Lộc,6.2,5.4,9.6,,,9.4,,,
Hòa Bình,00028927,Võ Thiên Ngọc,8.8,8.8,3.2,,,,,,
Cần Thơ,00028928,Thiều Ngọc Quý,2.0,7.0,3.6,,,,,,
Đồng Nai,00028929,Ngô Khánh An,7.6,2.2,6.0,,,,,,
Cần Thơ,00028930,Nghiêm Hiếu Thảo,5.6,3.4,7.2,,,,3.8,,
Thái Nguyên,00028931,Trịnh Quang Minh,8.6,8.4,4.2,,,,,,
Bến Tre,00028932,Kiều Hoàng Anh,8.0,2.0,3.0,,,,,,
Đắk Lắk,00028933,Đinh Tấn Phát,6.0,8.0,7.8,,,,,,
Khánh Hòa,00028934,Ông Khả Doanh,2.2,7.4,8.6,,,,,,8.0
Cần Thơ,00028935,Viên Thảo Nhiên,7.8,3.8,2.8,,,,,,
Ninh Bình,00028936,Đỗ Tú Linh,9.0,7.8,2.0,,,,,,
Đồng Tháp,00028937,Ngụy Gia An,4.2,3.2,7.8,,,,,,
Thành phố Hồ Chí Minh,00028938,Trần Tú Quyên,6.8,5.6,8.8,,,,,,
Thừa Thiên Huế,00028939,Trầm Thu Hoài,4.2,6.6,7.6,,,,,,
Bắc Kạn,00028940,Vòng Đan Thư,5.0,6.6,6.2,,,,,,
Lâm Đồng,00028941,Trà Gia Ngọc,6.6,7.0,4.6,,,,,,
Hải Dương,00028942,Đỗ Hoài An,9.2,5.8,9.6,,,,,,
Hưng Yên,00028943,Tăng Minh Thiên,9.0,7.8,5.6,,,,,,
Kon Tum,00028944,Cù Khánh Vy,9.4,4.2,8.2,,,,,,
Hải Dương,00028945,Liêu Văn Duy,3.8,3.2,5.8,,7.4,,,,
Đà Nẵng,00028946,Viên Nhật Long,3.4,4.0,9.0,,,,,,
Hà Giang,00028947,Chung Thanh Chúc,8.2,8.2,9.6,,,,,,
Bình Phước,00028948,Tống Phương Lam,2.4,4.8,9.4,,,,,,
Cà Mau,00028949,Kiều Trường Thành,10.0,7.4,8.2,,,,,,
Vĩnh Long,00028950,Dư Uyển Nghi,6.6,6.4,2.8,,,,,,
Thanh Hóa,00028951,Mai Quốc Đại,7.4,6.4,9.8,,,,,,
Hải Dương,00028952,Ngụy Ngọc Vân,6.6,4.2,5.4,,,,,,
Lai Châu,00028953,Lục Bảo Nguyên,4.0,6.4,2.0,,,,,,
Vĩnh Phúc,00028954,Trình Trà Giang,9.4,2.8,2.0,,,,,,
Hà Nam,00028955,Ông Thanh Thủy,5.0,2.2,9.4,,,,,,
Hải Phòng,00028956,Âu Hưng Phát,5.4,6.6,3.0,,,,,,
Lạng Sơn,00028957,Lục Bích Loan,9.0,4.0,6.4,,,,,,
Bến Tre,00028958,Lã Ngọc Quyên,8.4,7.4,4.2,,,,,,
Thừa Thiên Huế,00028959,Âu Minh Hậu,3.6,7.2,8.4,,,,,,3.4
Hải Phòng,00028960,Vi Thanh Hưng,2.4,8.0,5.6,,,,,,
Ninh Thuận,00028961,Hà Mai An,5.8,3.8,2.0,,,,,,
Hà Nam,00028962,Khổng Tấn Huy,7.0,4.4,3.4,,,,,,
Trà Vinh,00028963,Tôn Nữ Mai Trang,8.6,9.4,2.0,,,,,,
Cần Thơ,00028964,Lã Khánh My,6.2,7.0,3.4,,,,,,
Hậu Giang,00028965,Vương Quốc Lâm,8.2,9.0,9.0,,,,,,
Quảng Ngãi,00028966,Đặng Bá Thành,3.6,4.8,3.4,,,,,,
Tây Ninh,00028967,Vũ Quang Phú,5.0,5.8,7.8,,,,,,
Hưng Yên,00028968,Tôn Duy Khương,3.6,3.8,5.2,,,,,,
Điện Biên,00028969,Ông Thảo Nhi,7.0,7.4,9.2,,,,,,
Bạc Liêu,00028970,Giang Thanh Hương,10.0,8.6,7.0,,,,,,
Lai Châu,00028971,Đàm Hồng Đào,2.2,4.6,4.6,,,,,,
Thanh Hóa,00028972,Trang Kim Thành,2.2,6.8,9.6,,,,,,
Đà Nẵng,00028973,Đinh Hoàng Thông,6.0,2.6,6.2,,,,,,
Lâm Đồng,00028974,Huỳnh Văn Hòa,6.0,6.0,5.0,,,,,,
Hải Dương,00028975,Mạc San San,3.4,5.4,3.2,,,,,,
Hà Nam,00028976,Mạc Minh Ngân,8.2,3.2,6.6,,,,,,
Yên Bái,00028977,Hứa Thế Huy,3.8,3.4,3.4,,,,,,
Phú Yên,00028978,Mã Nhật Quang,7.8,9.6,9.2,,,,,,
Đắk Nông,00028979,Danh Hoàng Khánh,5.2,2.6,9.6,,,,,,
Tiền Giang,00028980,Vi Mỹ Hiền,3.8,7.6,4.6,,,,,,
Trà Vinh,00028981,Phương Phương Thùy,5.4,7.6,7.8,,,,,,3.8
Thành phố Hồ Chí Minh,00028982,Đặng Gia Quỳnh,4.0,7.6,6.2,,,,,,
Thành phố Hồ Chí Minh,00028983,Lê Nguyệt Ánh,7.2,8.6,5.0,,,,,,
Bình Phước,00028984,Thân Ngọc Hưng,2.8,2.4,2.2,,,,,,
Hà Nam,00028985,Trần Phương Chi,4.8,4.6,8.8,,,,,,
Trà Vinh,00028986,Tiêu Quỳnh Như,6.0,5.8,3.2,,,,,,
Quảng Ninh,00028987,Đinh Thế Khang,9.2,4.0,9.0,,,,,,
Thái Nguyên,00028988,Thân Kim Ngân,3.0,2.2,4.8,0.8,,,,,
Quảng Trị,00028989,Dương Thiện Phúc,6.8,9.4,4.4,,,,,,
Hưng Yên,00028990,Đồng Kim Xuân,4.6,6.0,9.8,,,,,,
Long An,00028991,Vũ Ngọc Loan,5.8,5.2,7.0,,,,,,
Khánh Hòa,00028992,Từ Quốc Nam,2.8,7.2,7.4,,,,,2.0,
Hậu Giang,00028993,Hàng Thanh Thiện,5.6,7.0,8.8,,,4.4,,,
Vĩnh Long,00028994,Vũ Bích Trâm,6.8,3.6,2.8,,,,,,
Khánh Hòa,00028995,Phùng Tấn Dũng,9.8,4.6,8.6,,,,,,
Tiền Giang,00028996,Lương Minh Khánh,8.0,6.6,7.8,,,,,,
Khánh Hòa,00028997,Đàm Hoàng Uyên,9.0,3.4,5.0,,,,,,
Kon Tum,00028998,Lương Nhã Quỳnh,4.2,9.0,3.0,,,,,,
Hà Giang,00028999,Quách Thiện Nhân,8.2,9.6,4.8,,,,,,
Cần Thơ,00029000,Dương Đình Nhân,2.0,9.6,8.0,,,,,,
Hải Dương,00029001,Châu Phương Lan,2.2,3.4,5.0,,,,,,
Hòa Bình,00029002,Đỗ Thế Hào,6.2,8.0,3.8,,,,,,
Lâm Đồng,00029003,Từ Bội Linh,2.2,7.4,5.2,,,,,,
Bình Thuận,00029004,Chế Yến Như,7.6,3.8,2.2,,,,,,
Bình Phước,00029005,Lữ Ngọc Tài,7.4,10.0,8.0,,,,,,
Bắc Kạn,00029006,Chế Phương Lam,5.0,8.2,7.0,,,,,,
An Giang,00029007,Trang Lan Phương,7.6,3.2,4.6,,,,,,
Đắk Nông,00029008,Khổng Nhựt Huy,3.6,5.8,3.6,,,,,,
Hà Giang,00029009,Chung Thùy Chi,8.6,7.8,7.8,,,,,,
Đắk Nông,00029010,Tô Minh Đăng,2.0,7.8,9.8,,,,,,
Long An,00029011,Bạch Đình Toàn,6.0,3.6,7.2,,,,,,
Bến Tre,00029012,Huỳnh Thùy Trang,2.2,4.8,6.2,,,,,,
Bình Phước,00029013,Tất Tuấn Thành,4.4,5.6,6.6,,,,,,
Bà Rịa – Vũng Tàu,00029014,Mai Cẩm Linh,5.8,8.8,4.6,,,,,,
Hà Nam,00029015,Nguyễn Đức Phát,4.2,6.4,4.0,,,,,,
Điện Biên,00029016,Đậu Hồng Thảo,2.8,6.8,6.8,,,3.2,,,
Lâm Đồng,00029017,Ôn Phương Vi,8.2,7.6,7.6,,,,,,
Đồng Tháp,00029018,Tôn Văn Toàn,9.8,8.2,3.8,,,,,,
Bình Định,00029019,Doãn Mỹ Hằng,3.6,6.0,2.0,,,,,,
Hà Tĩnh,00029020,Chế Nhã Quỳnh,9.8,4.2,5.2,,,,,,
Long An,00029021,Nhâm Yến Trang,8.4,3.4,3.4,,,,,,
Quảng Trị,00029022,Dương Thanh Lam,7.2,2.6,5.0,,,,,,
Hải Dương,00029023,Đàm Tuyết Phương,6.4,5.4,6.2,,,,,,
Bình Định,00029024,Nguyễn Hữu Trí,8.8,5.4,6.8,,,2.6,2.0,,
Long An,00029025,Bùi Minh Lộc,10.0,5.8,3.2,,,,,,
Cà Mau,00029026,Hứa Chí Đạt,5.4,3.0,4.4,,,,,,
Bắc Kạn,00029027,Lại Hồng Thy,6.8,4.4,9.6,,,,,4.4,
Hà Nội,00029028,Phạm Phương Đông,7.4,5.2,7.6,,,,,,
Tây Ninh,00029029,Hà Thảo Trang,9.0,9.8,5.2,,,,,,
Bến Tre,00029030,Nhan Hồng Thy,5.8,8.8,4.8,,,,,,
Đắk Lắk,00029031,Nhan Tuyết Ngân,8.2,5.0,7.2,,,,,,
An Giang,00029032,Trang Thư Kỳ,3.4,9.8,2.4,,,,,,
Bắc Giang,00029033,Đặng Nhật Long,3.2,6.0,7.2,,,,,,
Thái Bình,00029034,Cao Quỳnh Hoa,4.4,8.2,9.0,,,,,2.6,
Hòa Bình,00029035,Bạch Gia Ngọc,5.8,8.4,3.4,,,,,,
Đồng Nai,00029036,Ngô Thiên An,9.0,8.6,7.4,,,,,,
An Giang,00029037,Lê Mạnh Tuấn,3.0,3.4,2.0,,,,,,
Bắc Ninh,00029038,Bành Đình Bảo,5.0,5.4,10.0,,,,,,
Bà Rịa – Vũng Tàu,00029039,Ôn Hoàng Lộc,5.8,6.2,5.2,,,,,,
