Tinh,Sbd,HoTen,DToan,DVan,DNgoaiNgu,DLy,DHoa,DSinh,DSu,DDia,DGdcd
Bình Dương,00030339,Đậu Quốc Hào,6.2,5.8,7.4,,,8.4,,,
Lâm Đồng,00030340,Liêu Hoàng Nguyên,7.0,9.0,7.8,8.8,,,,,3.4
Hải Phòng,00030341,Viên Văn Hòa,2.6,3.4,6.0,,,,,,
Bình Phước,00030342,Đào Quang Hiếu,6.6,5.6,6.2,,,,,,
Sóc Trăng,00030343,Cao Quỳnh Chi,2.2,7.0,7.2,,,,,,
Gia Lai,00030344,Hồ Minh Thư,8.0,8.2,7.8,,,,,,
Sóc Trăng,00030345,Thi Anh Huy,5.2,7.2,7.0,,,,,,6.6
Tây Ninh,00030346,La Bội San,9.0,9.8,6.4,,,,,,
Quảng Bình,00030347,Huỳnh Xuân Phú,7.8,4.2,8.6,,,,,,
Đắk Lắk,00030348,Thi Thiên Vân,7.0,7.6,3.0,,,,,,
Quảng Bình,00030349,Hàng Yến Trân,4.6,5.8,2.0,,5.6,,,,
Lạng Sơn,00030350,Ninh Công Huy,7.6,4.8,3.4,,,,,,
Hải Dương,00030351,Nguyễn Nhật Minh,8.8,5.2,9.8,,,,,,
Long An,00030352,Ngụy Như Ngọc,9.8,2.4,9.0,,,,,,
Ninh Bình,00030353,Đặng Hồng Minh,5.2,3.4,8.2,6.0,,,,,
Lâm Đồng,00030354,Mạch Kim Duyên,3.2,9.8,4.2,,,,,2.6,
Kiên Giang,00030355,Mã Tấn Duy,3.2,5.4,4.8,,,,,,
Quảng Ngãi,00030356,Phan Văn Hậu,8.2,2.4,7.4,,,,,,
Hải Phòng,00030357,Triệu Minh Thành,7.6,9.6,9.8,,,,,,
Tiền Giang,00030358,Thi Tú Phương,2.8,6.4,3.8,,,,,,
Kon Tum,00030359,La Thành Tâm,7.8,3.8,6.6,,,10.0,0.2,,
Hưng Yên,00030360,Khưu Đại Phúc,4.4,9.2,8.2,,,,,,
Phú Thọ,00030361,Bành Chí Hào,7.6,8.0,2.2,,,,,,
Lào Cai,00030362,Hồng Thành Phú,3.4,8.8,9.0,,,,,,
Nghệ An,00030363,Tào Minh Thiên,4.8,9.8,4.8,,,,,,
Thừa Thiên Huế,00030364,Trịnh Chí Tâm,2.4,8.2,3.2,,,7.8,,3.8,
Trà Vinh,00030365,Mã Thái Thịnh,9.4,7.4,8.8,,9.6,,,,
Long An,00030366,Nhan Yến Như,2.2,7.4,7.6,,,,,,
Hưng Yên,00030367,Tôn Thất Chí Cường,7.4,8.2,6.2,,5.0,8.4,,,
An Giang,00030368,Phù Ngọc Như,6.0,3.8,7.4,,,,,,
Gia Lai,00030369,Chung Minh Thiên,5.8,4.4,6.0,,,,,,
Quảng Ninh,00030370,Kiều Công Hiếu,5.8,5.2,5.6,,,,,,9.0
Quảng Nam,00030371,Cù Anh Phương,9.8,5.4,7.2,,,9.6,,,
Kiên Giang,00030372,Hoàng Vân Khanh,7.0,8.0,8.2,,,,,,
Sơn La,00030373,Biện Ngân Hà,2.8,4.0,3.4,,,,,,
Bình Thuận,00030374,Doãn Ngọc Thi,2.2,6.2,3.6,,0.4,2.0,,,
Hậu Giang,00030375,Chung Thanh Hiền,2.6,5.6,8.0,9.0,,,,,
Bắc Giang,00030376,Đoàn Duy Long,9.0,3.4,6.0,,,,,,
Khánh Hòa,00030377,Lâm Khởi My,2.4,3.4,7.0,,,,1.2,3.8,1.0
Bến Tre,00030378,Chu Thiên Nhi,2.2,9.4,9.8,1.8,,3.0,,,
Bình Dương,00030379,Lưu Bảo Ân,3.8,4.6,2.8,,,,,,
Tiền Giang,00030380,Diệp Quang Khôi,8.6,5.8,4.0,,,,,,
Hà Nam,00030381,Lã Bích Tuyền,9.2,2.2,5.2,,,,,,
Kiên Giang,00030382,Hà Ánh Xuân,7.2,8.4,4.2,,,1.8,,,
Cần Thơ,00030383,Hà Hồng Anh,3.6,5.8,3.2,,,3.8,2.8,,
Bến Tre,00030384,Hồng Hữu Vinh,8.8,5.0,8.0,,4.8,,,9.4,
Tây Ninh,00030385,Nguyễn Tấn Hưng,3.2,5.2,9.2,,,,,,
Nghệ An,00030386,Hà Hà Linh,3.0,4.8,4.2,,,,,,
Đồng Tháp,00030387,Chung Văn Sang,8.2,9.0,2.2,,,,,,
Hải Dương,00030388,Âu Trí Nhân,10.0,3.2,3.0,,,,6.4,,
Thái Bình,00030389,Chế Mỹ Thanh,2.4,3.6,3.2,,,,,,
Cao Bằng,00030390,Văn Quốc Thanh,9.2,8.4,9.8,,,,,,
Cao Bằng,00030391,Ngụy Ngọc Thi,8.4,3.0,5.8,,5.4,,,5.0,
Hải Phòng,00030392,Tất Trọng Khang,8.6,2.0,4.6,,1.0,9.4,,,
Bắc Kạn,00030393,Cao Xuân Trường,5.6,7.0,6.6,,,,,,
Hà Nam,00030394,Vi Hương Trà,5.6,4.8,8.2,,,,,,
Gia Lai,00030395,Liêu Phước Khang,3.0,8.6,4.2,,,,,,5.4
Hòa Bình,00030396,Trương Minh Nhựt,9.4,9.6,2.4,,,,7.6,,
Đắk Nông,00030397,Lai Đình Hiếu,6.2,7.8,8.8,,,,,,
Kiên Giang,00030398,Mạc Đức Duy,7.2,4.0,3.2,,,,,,
Nam Định,00030399,Diệp Hoàng Quyên,8.8,7.4,2.2,,,,,,
Quảng Ninh,00030400,Tô Hải Phong,3.0,3.4,9.2,,,,,,
Tuyên Quang,00030401,Vòng Quang Bảo,3.6,7.2,6.6,,,,,,0.8
An Giang,00030402,Văn Quốc Tuấn,4.6,2.2,4.8,,,,,,
Tây Ninh,00030403,Hồng Vĩnh Phát,8.8,9.0,4.4,,,,,,
Lào Cai,00030404,Nhâm Chấn Khang,9.0,4.6,7.6,,,,,,
Đồng Tháp,00030405,Lưu Hồng Thảo,9.0,4.2,3.4,,,,,,
Kon Tum,00030406,Doãn Phúc Nguyên,3.8,7.6,7.2,,,,3.8,4.0,
Vĩnh Phúc,00030407,Thi Bảo Khoa,6.0,4.0,2.8,,,,,,
Quảng Nam,00030408,Thiều Ngọc Mai,5.0,4.2,5.2,,,,,,
Bến Tre,00030409,Thân Ánh Tuyết,4.2,5.0,9.4,,,,,,
Trà Vinh,00030410,Lý Văn Phong,3.4,2.0,3.4,,,,,,10.0
Quảng Nam,00030411,Khổng Hải Sơn,2.6,5.8,9.8,,,,,,
Lai Châu,00030412,Cao Nhật Trường,3.6,2.8,7.4,,,,,,
Bình Định,00030413,Viên Diễm Quỳnh,5.4,8.8,3.6,,,,,,
Bắc Giang,00030414,Lư Quế Anh,6.0,3.2,6.4,,,,,,
Quảng Ninh,00030415,Tô Khánh Tiên,6.4,3.8,2.4,,6.4,,,,8.2
Bắc Giang,00030416,Vi Thiên Quốc,7.0,2.0,5.2,,,,,,
Thái Nguyên,00030417,Quách Bảo Lâm,8.8,5.4,4.6,1.2,,,,,
Vĩnh Phúc,00030418,Ông Quang Đạt,7.0,5.2,9.4,,,,,,1.6
Thành phố Hồ Chí Minh,00030419,Nhâm Thảo Vi,3.2,8.2,4.0,,,,,4.0,
Cao Bằng,00030420,Nhâm Hoàng Sơn,4.4,9.4,5.0,,,,,,
Lai Châu,00030421,Võ Phú Lộc,9.2,7.8,9.4,,,,,,
Quảng Trị,00030422,Phù Xuân Thùy,6.8,4.6,8.4,,,,,,
Tây Ninh,00030423,Lê Thái Sơn,9.4,6.0,6.6,,,,,,
Yên Bái,00030424,La Văn Hiếu,6.8,2.6,2.8,,,,,,
Thanh Hóa,00030425,Đường Trọng Hoàng,5.0,5.8,10.0,,,,,,
Trà Vinh,00030426,Doãn Mỹ Chi,8.2,2.4,5.0,,,,,,
Long An,00030427,Huỳnh Thanh Trúc,4.6,8.2,2.0,,,6.0,,,
Vĩnh Phúc,00030428,Vòng Thành Nam,2.8,8.6,5.6,,,,,,
Bình Dương,00030429,Trang Trúc My,9.8,6.0,6.0,,,9.8,,,
Vĩnh Long,00030430,Khưu Mẫn Nghi,8.4,2.8,8.2,,,,,,
Đà Nẵng,00030431,Trang Tiến Hưng,8.2,3.8,3.2,,,,,2.6,
Trà Vinh,00030432,Châu Hà Mi,4.6,7.2,10.0,7.2,,,,,
Bắc Kạn,00030433,Giang Minh Lộc,3.4,9.6,2.6,,,7.6,,,
Tiền Giang,00030434,Dư Gia Kỳ,4.6,8.2,5.4,,,,,7.2,
Bình Phước,00030435,Ninh Thiên Trúc,9.6,8.8,7.6,,,,,,
Quảng Bình,00030436,Phan Quỳnh Châu,6.4,10.0,3.6,,,,,,
Thành phố Hồ Chí Minh,00030437,Đường Bảo Trâm,8.6,5.0,6.6,,,,,,
Đồng Tháp,00030438,Châu Ngọc Phương,3.8,6.6,6.2,,,,,8.4,
Hậu Giang,00030439,Nhan Thiên Phúc,6.8,7.4,8.6,,,,,,
Bắc Giang,00030440,Ngụy Tuyết Vân,8.2,7.2,8.0,6.4,3.2,,,,
Đà Nẵng,00030441,Tôn Thất Quang Khôi,9.8,8.6,5.2,,,2.6,,,
Bạc Liêu,00030442,Đoàn Thanh Tiến,3.8,4.8,2.0,,,,1.4,,
Vĩnh Phúc,00030443,Phan Phú Hưng,9.0,5.4,2.4,,,,,,
Quảng Nam,00030444,Mạch Thảo Quyên,6.8,5.4,4.6,9.6,,,2.0,,
Long An,00030445,Châu Trang Anh,8.2,6.0,7.6,,,,,,
Vĩnh Long,00030446,Thiều Thảo Ngọc,9.4,6.0,6.4,,6.2,,,5.6,
Khánh Hòa,00030447,Lâm Quỳnh Nhi,7.6,6.6,5.2,,,,,,
Thái Nguyên,00030448,Đỗ Ngọc Long,3.0,2.4,8.2,8.2,,4.0,,,
Lạng Sơn,00030449,Ninh Diệu Hiền,7.0,4.8,6.8,,,,,,
Hải Phòng,00030450,Từ Như Thảo,10.0,8.8,7.2,,,,,,
Cà Mau,00030451,Vòng Văn Phát,7.4,3.2,3.0,,9.8,,,,8.8
Đà Nẵng,00030452,Mai Thục Quyên,7.4,7.6,2.6,,,,0.8,,
Phú Thọ,00030453,Đàm Minh Nguyệt,6.8,5.4,9.2,,,,,,
Kon Tum,00030454,Bạch Tuấn Ngọc,5.4,5.6,2.2,,,,,7.2,
Lâm Đồng,00030455,Vi Xuân Trang,4.4,2.8,2.2,,,6.0,,,
Tây Ninh,00030456,Đặng Xuân Phú,6.6,6.0,6.6,,,,,,
Hà Giang,00030457,Phan Thành Duy,8.6,10.0,4.0,3.2,,,,,
Hòa Bình,00030458,Dư Kiều My,3.2,6.8,5.6,,,9.6,,4.2,
Bến Tre,00030459,Quan Tố Như,2.6,7.2,6.2,,,,,,
Điện Biên,00030460,Tiêu Mỹ Kim,6.2,8.8,3.4,,,,,,
Bình Định,00030461,Tăng Hữu Thắng,9.2,3.8,8.8,,,0.8,,,
Gia Lai,00030462,Mạc Trí Nhân,6.4,7.4,2.4,,,,,,
Vĩnh Phúc,00030463,Cao Minh Thuận,9.0,9.4,6.4,,,,,,3.6
Phú Yên,00030464,Tôn Nữ Hồng Ngọc,10.0,9.8,3.8,,,,,9.6,
Bắc Giang,00030465,Lâm Gia Hy,6.0,7.4,2.4,,,,,,
Kiên Giang,00030466,Dư Thái Sơn,9.6,7.0,4.0,9.8,,,,,
Bình Dương,00030467,Phạm Thanh Lâm,6.6,7.4,8.6,,,,,,
Quảng Nam,00030468,Phù Trà My,7.6,9.6,8.6,,0.4,,,,
Hà Tĩnh,00030469,Vương Hải Vy,3.0,5.0,8.2,,,,,,
Phú Thọ,00030470,Giang Quang Phúc,7.6,6.4,5.4,,,,,7.4,
Thành phố Hồ Chí Minh,00030471,Tôn Ngọc Thành,5.0,9.4,3.4,,,,,,
Hậu Giang,00030472,Kiều Kim Hoàng,8.6,4.6,4.4,,4.2,,,,
Bắc Ninh,00030473,Tạ Nhã Hân,7.2,6.2,3.8,,,,8.6,,
Hà Nam,00030474,Lê Anh Hào,4.0,5.2,6.4,,,,,,7.8
Sơn La,00030475,Lương Thái Hà,9.0,9.8,4.4,,,,,,
Thành phố Hồ Chí Minh,00030476,Lai Hòa Phát,7.6,5.0,5.4,,,,,,
Kiên Giang,00030477,Lý Đăng Quang,2.0,9.8,7.8,,,,,,
Quảng Ngãi,00030478,Lý Ngọc Thùy,8.0,3.0,9.4,,,,,,
Quảng Ngãi,00030479,Phan Công Hậu,4.0,5.2,4.0,,,5.6,,,
Bà Rịa – Vũng Tàu,00030480,Mạc Trí Minh,6.4,9.6,3.0,,,,,,
Ninh Bình,00030481,Tôn Thất Nhã Thư,6.2,4.4,2.2,,,,,,
Bình Thuận,00030482,Hàng Minh An,6.8,5.6,8.2,,,,1.4,,
Bình Phước,00030483,Tống Mai Trinh,9.2,8.6,8.8,,,,,,
Ninh Thuận,00030484,La Minh Hậu,3.8,8.8,4.6,,,,,,
Hưng Yên,00030485,Tất Ái Vy,7.6,10.0,7.2,4.4,,,,,
Đồng Tháp,00030486,Nhâm Gia Hảo,7.6,2.4,5.2,3.2,,,,,
Long An,00030487,Thân Thùy Duyên,3.6,2.6,5.8,,,,,,0.8
Quảng Trị,00030488,Châu Văn Long,2.4,9.0,6.0,,,,,,
Kon Tum,00030489,Vi Trúc My,6.8,9.2,10.0,,,,,8.6,
Vĩnh Long,00030490,Mạc Gia Kiên,6.4,8.6,8.4,,,,,4.2,
Vĩnh Phúc,00030491,Chung Thanh Tùng,7.2,4.6,10.0,,,0.8,,,0.6
Thái Nguyên,00030492,Hoàng Hoài Phúc,4.6,9.0,4.4,,,,,,
Bình Phước,00030493,Thạch Ngọc Thạch,3.4,10.0,5.4,,,,,,
Tây Ninh,00030494,Trà Thảo Mi,2.0,2.6,6.0,,,,,,1.2
Bình Phước,00030495,Mai Văn Quý,9.6,4.0,2.2,,,,,,
Ninh Bình,00030496,Trầm Hữu Tài,7.6,3.8,7.2,,,,,,
Hà Giang,00030497,Đậu Thùy Lâm,5.2,9.0,6.8,,,,,,
Bắc Kạn,00030498,Hồng Hồng Hạnh,8.8,5.2,5.2,,,,,,
Quảng Trị,00030499,Hoàng Khánh Hân,9.8,6.0,8.6,,,,,,
Bình Dương,00030500,Mạc Bảo Linh,8.4,7.6,8.8,,,,,,
Bình Phước,00030501,Cù Minh Tuệ,4.0,6.2,9.6,,,,,,4.8
Đồng Nai,00030502,Tào Ngọc Nhung,3.0,4.8,4.4,6.6,,,,,
Bắc Giang,00030503,Trần Nhật Trường,3.4,2.0,6.4,,,,,,
Nghệ An,00030504,Bùi Ngọc Hưng,9.2,3.8,2.4,,,,4.8,,
Hải Phòng,00030505,Trang Kiều My,3.0,7.4,9.6,,,,6.2,,9.8
Hà Nam,00030506,Ngô Quốc Việt,7.8,9.6,4.0,,,,,,
Lào Cai,00030507,Kim Khánh Băng,6.6,5.6,7.8,,,,,,
Quảng Ninh,00030508,Ôn Phương Lam,10.0,8.6,7.8,,,,,,
Đắk Lắk,00030509,Viên Yến Phương,8.2,8.8,10.0,2.8,,,,,
Cà Mau,00030510,Chu Minh Hùng,7.8,3.2,4.4,,,,,,
Hậu Giang,00030511,Quách Kim Thy,5.8,4.6,7.0,,,,9.0,,
Hải Phòng,00030512,Trang Thiên Phước,8.0,5.0,5.6,,2.2,,,,
Điện Biên,00030513,Đường Hồng Vân,9.0,9.2,7.2,,,8.8,,,
Quảng Bình,00030514,Thiều Thuận Thiên,3.6,6.6,2.8,,,,,,
Quảng Bình,00030515,Đỗ Mai Thy,4.8,7.0,3.6,,,,,10.0,
Phú Yên,00030516,Trương Duy Khang,9.8,6.8,9.6,,,,,,
Vĩnh Phúc,00030517,Nhâm Kim Bảo,2.6,2.8,3.2,,,,,,
Lâm Đồng,00030518,Trà Ngọc Bích,9.0,3.0,6.2,5.0,,,,,
Hà Tĩnh,00030519,Phùng Hữu Phước,8.2,5.0,6.4,,,,,,
Nam Định,00030520,Trương Ngọc Vân,6.2,7.0,5.2,,,,,,
Phú Thọ,00030521,Ngụy Ngọc Nga,8.8,7.2,9.8,,,,,4.6,
Thái Bình,00030522,Tăng Thanh Tuyền,5.8,3.2,4.2,,,,,,
Hậu Giang,00030523,Dư Quỳnh Vy,5.0,8.4,4.0,,,,,,
Hà Nội,00030524,Vương Minh Phú,4.0,6.0,10.0,,,,,,
Đắk Nông,00030525,Hoàng Bảo Toàn,2.4,3.6,9.4,,,,,,
An Giang,00030526,Châu Minh Quang,4.6,8.6,2.6,,,,3.8,,
Đắk Nông,00030527,Thái Thùy Chi,10.0,9.6,4.6,,,,,,8.6
Hà Nam,00030528,Vi Nhật Hưng,7.6,9.8,3.2,,,4.4,,,
Lào Cai,00030529,Mạc Ngọc Duyên,2.8,7.0,5.8,,,,,,
Tây Ninh,00030530,Tào Tuyết Phương,6.2,9.4,9.6,,,,,,
Thừa Thiên Huế,00030531,Hà Thị Ngọc,5.0,6.6,3.8,,,,,,
Bắc Kạn,00030532,Tạ Nhã Thư,4.4,2.2,6.8,,,,,,
Hà Nội,00030533,Tất Kim Ngọc,9.8,7.6,7.8,,,,,,
Vĩnh Phúc,00030534,Phan Ngọc Hiếu,4.6,2.8,2.6,,,,,,
Hòa Bình,00030535,Lưu Chấn Phong,6.0,5.6,6.0,,,1.0,,,
Kiên Giang,00030536,Tào Minh Quân,6.4,6.2,2.4,,,,,,
Đắk Lắk,00030537,Lâm Diễm Phúc,9.4,5.2,8.2,,,,,,
Bà Rịa – Vũng Tàu,00030538,Diệp Thu Uyên,8.8,7.2,4.8,,,,,,
Phú Thọ,00030539,Mã Thu Nguyệt,4.0,3.2,2.0,,,,,,
Ninh Thuận,00030540,Lục Hồng Phượng,4.0,9.2,5.6,,,,,,
An Giang,00030541,Dư Thanh Phúc,6.2,3.6,4.2,4.4,,,,,
Hậu Giang,00030542,Thiều Thành Long,5.8,2.8,8.6,,,,,,
Tây Ninh,00030543,Lai Thanh Sơn,7.8,4.6,7.6,,,,,,
Đà Nẵng,00030544,Nguyễn Hải Sơn,9.0,6.2,4.4,1.2,,,,,
Hải Dương,00030545,Trầm Bảo Kim,3.8,8.2,6.4,,,,,,
Kon Tum,00030546,Huỳnh Ngọc Quý,4.4,6.4,8.2,,,,,,
Vĩnh Long,00030547,Lâm Hoàng Linh,4.4,9.4,7.4,,,,,,
Ninh Bình,00030548,Hà Minh Nhân,6.2,6.6,6.8,,,,,,0.0
Kiên Giang,00030549,Ngụy Tiến Đức,9.4,7.8,7.4,,,,7.2,,
Quảng Trị,00030550,Chung Đức Thịnh,4.6,8.4,8.8,,,,,,
Sóc Trăng,00030551,Trịnh Quang Dũng,5.0,4.4,2.6,,,,,,
Phú Yên,00030552,Phù Thanh Sơn,9.6,6.2,4.4,,,,,,
Tuyên Quang,00030553,Khưu Lê Vy,5.8,6.0,10.0,,5.8,,,,
Bình Phước,00030554,Mạch Phương An,5.6,5.2,5.2,,,,,,
Phú Thọ,00030555,Nghiêm Hoàng Quân,7.0,3.8,3.2,0.8,0.6,,,,
Lào Cai,00030556,Lương Lê Duy,3.0,2.0,7.0,,,3.0,,,
Phú Yên,00030557,Trần Vũ Khang,6.6,8.4,5.6,,,,,7.6,
Đắk Nông,00030558,Trình Thanh An,2.6,3.2,7.2,,,,,,
Kon Tum,00030559,Đậu Xuân Hiếu,7.2,8.0,8.0,,1.8,,,,
Đà Nẵng,00030560,Phùng Chí Nhân,9.8,3.2,5.0,,,,,,
Bắc Ninh,00030561,Từ Thiên Quốc,4.4,2.0,7.8,,,,,,
Đắk Lắk,00030562,Trình Tấn Đức,5.0,4.0,2.4,,,,,,3.0
Thái Nguyên,00030563,Doãn Thành Phúc,3.6,7.4,4.2,,,,,,
Hà Nội,00030564,Trương Kim Tuyến,8.6,3.6,8.4,,,,,1.6,
Bình Phước,00030565,Dương Thanh Trà,5.2,5.2,7.4,,,,,,9.4
Thái Nguyên,00030566,Trịnh Thiên Nga,2.0,2.0,5.0,,,,,,
An Giang,00030567,Nhan Quế Anh,9.2,7.0,7.8,,,3.2,,,
Nam Định,00030568,Đào Tuấn Tài,3.6,7.4,2.8,5.2,,7.8,,,
Bình Dương,00030569,Sơn Hoàn Mỹ,3.4,4.6,9.4,,,,,3.8,
Vĩnh Phúc,00030570,Từ Minh Đan,9.4,6.0,8.2,,,,,,
Hà Nam,00030571,Lai Thiên Ân,4.6,6.4,2.0,,,0.2,,,
Đắk Nông,00030572,Đỗ Văn Phát,6.0,5.2,9.0,,,,,,
Bắc Ninh,00030573,Chế Duy Khanh,3.0,3.0,5.4,,,,,,
Bà Rịa – Vũng Tàu,00030574,Nhâm Khánh Hân,5.4,4.2,2.6,,,,,,
Quảng Ninh,00030575,Tôn Thất Bảo Châu,5.8,4.0,4.2,,,,,,
Lạng Sơn,00030576,Sơn Hữu Tín,9.6,6.2,5.6,3.6,,,,3.2,
Đồng Tháp,00030577,Tôn Thất Kim Châu,5.8,6.8,8.8,,,2.0,,,
Lâm Đồng,00030578,Đường Kim Thanh,3.4,5.0,9.2,,,,,,
Ninh Bình,00030579,Viên Hồng Đức,5.2,6.2,3.4,,,,,,
Đà Nẵng,00030580,Trà Quốc An,5.2,5.4,3.0,,,,8.6,,
Tiền Giang,00030581,Mạch Tú Quỳnh,2.4,7.8,6.8,,,3.4,,,
Tuyên Quang,00030582,Quan Quốc Hoàng,6.8,8.6,8.6,7.0,,,,,
Tây Ninh,00030583,Tô Thanh Hồng,3.8,2.6,4.8,,,,,,
Hải Dương,00030584,Lý Trường Thành,6.4,2.8,3.6,,,,1.6,,
Bạc Liêu,00030585,Trầm Tùng Lâm,6.2,5.0,2.2,,,,,,
Bến Tre,00030586,Tôn Phú Quý,4.4,2.6,5.0,,9.6,,,,
Hậu Giang,00030587,Mạc Ngọc Hải,5.6,3.2,4.8,,,,,,
Tuyên Quang,00030588,Nghiêm Thu Vân,8.4,8.4,5.2,9.4,,,,9.6,
Bình Thuận,00030589,Chế Minh Khiêm,7.6,5.2,3.6,,,,,,
Đà Nẵng,00030590,Vương Thiên Minh,5.0,6.4,3.4,,,,,,
Phú Yên,00030591,Lai Tuấn Khoa,8.8,8.6,7.8,,,,,,
Bạc Liêu,00030592,Khổng Gia Khang,4.6,6.6,4.8,,,,,,
Trà Vinh,00030593,Thạch Hữu Khánh,3.0,7.2,7.6,,,,,,
Nghệ An,00030594,Phan Kim Huệ,5.6,8.2,4.0,,,,,,
Bình Dương,00030595,Âu Anh Khoa,10.0,6.8,9.4,,1.0,,,,
Phú Yên,00030596,Chung Minh Kiệt,2.0,2.2,4.8,,,,,,
Bà Rịa – Vũng Tàu,00030597,Đồng Đức Mạnh,7.0,8.6,6.4,,0.6,,,,
Tuyên Quang,00030598,Tô Văn Huy,3.8,3.0,5.4,4.2,,,,,
Gia Lai,00030599,Hàng Mẫn Nghi,3.0,2.8,2.2,,,,,,
Quảng Trị,00030600,Tào Mỹ Hương,7.6,2.4,9.6,,,,,4.0,
Sóc Trăng,00030601,Thi Ngọc Phúc,9.2,2.4,3.2,,,,,,
Vĩnh Phúc,00030602,Phan Đức Trọng,3.2,7.0,4.4,,,,,,
Hà Giang,00030603,Lý Khánh Chi,6.6,4.6,9.2,8.2,6.6,4.4,7.2,,
Lâm Đồng,00030604,Thái Hoàng Vũ,4.0,5.6,7.6,,,,,,
Bình Thuận,00030605,Cù Minh Nghi,7.0,3.2,4.4,,,,,,
Bình Dương,00030606,Bạch Bảo Khánh,2.2,2.4,6.0,,,,6.8,,
Bình Thuận,00030607,Lã Kim Ánh,3.8,2.2,6.0,,,,,,
Kon Tum,00030608,Đào Huy Vũ,5.4,7.0,3.0,,,,,,
Điện Biên,00030609,Vi Lê Hoàng,6.8,8.6,5.8,,,,,,
Bắc Giang,00030610,Danh Đại Nam,3.2,2.0,6.6,,,,,,
Lạng Sơn,00030611,Trang Gia Bình,9.6,4.2,8.0,,,,,,
Thái Bình,00030612,Chế Thanh Trọng,6.6,6.2,10.0,,,8.0,,,
Hà Tĩnh,00030613,Cao Hoàng Minh,9.8,2.0,2.6,,,,,,
Hà Tĩnh,00030614,Âu Quỳnh An,10.0,9.4,9.2,,,,,,4.4
Hà Nam,00030615,Đoàn Gia Mẫn,2.0,4.8,9.2,,,,,,
Đồng Tháp,00030616,Dư Đăng Quang,2.2,3.4,8.2,,,,,,
Vĩnh Long,00030617,Liêu Kim Hồng,9.2,8.0,4.8,,,,,,
Cần Thơ,00030618,Trần Thảo Vân,5.4,2.8,5.2,,,,,,
Quảng Trị,00030619,Quan Phú Cường,8.0,4.4,4.2,,,,,,
Bình Thuận,00030620,Đường Vĩnh Tường,2.8,3.4,3.6,,,5.0,,,0.4
Yên Bái,00030621,Khổng Gia Huy,8.8,4.8,9.4,,,,,,4.2
Phú Yên,00030622,Mạc Minh Châu,5.0,3.4,3.4,,,,,,
Tây Ninh,00030623,Hứa Minh Phong,5.8,7.6,9.0,,,,,7.6,
Cần Thơ,00030624,Tào Ngọc Hân,8.2,2.6,6.8,,,,,,
Nam Định,00030625,Cao Đại Nghĩa,6.0,3.0,3.6,,,,,,
Đồng Tháp,00030626,Phạm Văn Phát,8.4,2.0,2.8,,,,,,
An Giang,00030627,Viên Vân Nhi,6.8,3.6,5.0,,,,,,
Ninh Bình,00030628,Lục Ánh Xuân,5.4,8.2,3.2,,,,,,
Bình Thuận,00030629,Đỗ Bảo An,2.0,6.0,7.2,,,,,,
Đắk Lắk,00030630,Tạ Kim Loan,2.4,4.0,9.4,,4.8,,,,
Hà Tĩnh,00030631,Mạch Hồng Ân,6.8,4.4,7.2,,,,,7.8,
Hải Dương,00030632,Âu Gia Bảo,3.2,2.2,4.4,,,5.0,,,
Quảng Nam,00030633,Lã Đình Phúc,6.2,7.8,2.2,,2.8,,,,
Vĩnh Phúc,00030634,Phạm Gia Anh,6.4,7.0,3.2,4.4,,,,,
Kon Tum,00030635,Thân Kim Phượng,3.4,3.6,2.8,,,,,,
Quảng Trị,00030636,Lý Ngọc Huyền,6.4,9.8,5.2,,,,,,
Nam Định,00030637,Đậu Ngọc Mỹ,4.2,4.4,9.8,,6.2,,,,
Sóc Trăng,00030638,Lữ Nguyên Khánh,2.8,3.2,7.4,0.4,,,,,4.4
Bến Tre,00030639,Giang Ngọc Nghi,6.4,4.2,6.2,,,,,,
Bạc Liêu,00030640,Mã Quốc Đại,3.6,9.4,6.4,,,,,,
Ninh Thuận,00030641,Mai Anh Hiếu,5.0,4.4,7.2,,,,,,
Hà Nội,00030642,Thái Thanh Thanh,7.2,4.0,2.4,,,2.8,,9.8,4.2
An Giang,00030643,Tào Trường Vy,4.8,7.6,9.4,3.0,,,,,
Khánh Hòa,00030644,Diệp Hoàng Khang,7.8,4.4,9.0,,,,8.0,,
Đà Nẵng,00030645,Mai Văn Thuận,10.0,6.8,9.2,,,,,,
Thừa Thiên Huế,00030646,Bùi Tâm An,9.4,7.8,8.8,,,,,,
Ninh Thuận,00030647,Sơn Ngọc Hiếu,7.6,5.0,4.0,,,,,,
Bến Tre,00030648,Cao Mai Hân,9.0,9.6,2.6,,,,,,
Thanh Hóa,00030649,Lai Minh Bảo,3.4,4.2,7.2,,,,,,
Tiền Giang,00030650,Tôn Thất Hữu Đạt,8.2,3.6,6.6,,,,8.0,,
Tiền Giang,00030651,Lai Hồng Phúc,4.4,6.6,7.2,,,,,,
Đồng Nai,00030652,Tô Ánh Vy,6.6,6.6,5.2,,,,,,
Kiên Giang,00030653,Đinh Hoài Phong,9.2,7.0,6.4,,,,,,
Nghệ An,00030654,Phương Nguyệt Nhi,3.4,7.0,3.6,,4.0,,,,
Thừa Thiên Huế,00030655,Lại Khánh Nhi,7.2,9.0,4.6,,,,,,
Quảng Bình,00030656,Đàm Hữu Phước,8.2,6.8,8.6,,,,,,
Bình Định,00030657,Khổng Hải Hà,8.8,9.8,8.6,,7.6,,,,
